Name,Fulladdress,Street,Municipality,Categories,Phone,Phones,Claimed,Review Count,Average Rating,Review URL,Google Maps URL,Latitude,Longitude,Website,Domain,Opening hours,Featured image,Cid,Place Id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ginger Mumbai, Andheri East","Teli Gali, Andheri East, Mumbai, Maharashtra 400069",Teli Gali,Andheri East,"Hotel,Extended stay hotel,Serviced accommodation,Vacation home rental agency",022 6980 4100,"022 6980 4100, +91 22 6980 4100",YES,4678,3.9,https://search.google.com/local/reviews?placeid=ChIJU_mVac3J5zsRFe2Mt2GVkfI&q=Mumbai+hotel&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=17478915875725438229,19.1159308,72.8503952,https://www.gingerhotels.com/ginger-mumbai-andheri-east?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing,gingerhotels.com,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhFtkzmqu9ICBZYMwrbJzZpaaref1Ut4moWVWjdRKlVQGDV7rKRG1I80zZzWwPL-E25MuAUBbsIQIefa69tRSSsXTdFVtEc7qX-Xw8aqisGp42c3WmtCXhmg1vqfkiGBAfi3Ibd0WjMYHTYkMDXQ20oOyHrXEbV2OMdUcBWUTtKDtmQCtBoIDAPM=w138-h92-k-no,1.75E+19,ChIJU_mVac3J5zsRFe2Mt2GVkfI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotel Maharana Inn - Hotels in Mumbai Chembur,"VN Purav Marg, Chembur East, Chembur, Mumbai, Maharashtra 400071",VN Purav Marg,"Chembur East, Chembur",Hotel,022 2522 6962,"022 2522 6962, +91 22 2522 6962",YES,1572,4,https://search.google.com/local/reviews?placeid=ChIJZdZvR6bI5zsRMTPXL804c9o&q=Mumbai+hotel&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=15740987576512099121,19.0536567,72.8952384,https://www.hotelmaharana.com/,hotelmaharana.com,,https://lh5.googleusercontent.com/p/AF1QipM_MhnlIsE6WypfXg-3MVDq-I5EhEXPpGZa02g9=w137-h92-k-no,1.57E+19,ChIJZdZvR6bI5zsRMTPXL804c9o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotel Phoenix International,"1st Floor, Shanawaz Bldg, Kale Marg, near Jain Paper Box Company, Kamani, Kurla West, Junction, Mumbai, Maharashtra 400007",1st Floor,Shanawaz Bldg,Hotel,jXuvZpqQOOS84-EPoIyGgAw,,YES,481,3.7,https://search.google.com/local/reviews?placeid=ChIJ6Yy9SvPJ5zsRjfWShvFnIQ8&q=Mumbai+hotel&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=1090266871842928013,19.0854861,72.884304,,,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhH0baybGcIoeVHq7p9dkIAXRq8rJH32aUoQl_1qMmugELV2V6VxF41Pss_stdlDmE0pFCLyxTqKzWoWg8vXBa4oiyuWh331gEwRbmV0jRTaki4hChQT84T3iyZN1jrm9T2y_XS5vDSfsbH2g-0Sd-bzuS5aVLJeFI0VL6mKPGQSTXVbEvS8Uvgr=w154-h92-k-no,1.09E+18,ChIJ6Yy9SvPJ5zsRjfWShvFnIQ8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOTEL KALPANA RESIDENCY,"Kanakia Zillion, near JANTA TAWA, Friends Colony, Kurla West, Kurla, Mumbai, Maharashtra 400070",Kanakia Zillion,near JANTA TAWA,Hotel,jXuvZpqQOOS84-EPoIyGgAw,,YES,38,3.9,https://search.google.com/local/reviews?placeid=ChIJH2WDTeDJ5zsR0mGHwT7ZLhU&q=Mumbai+hotel&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=1526396187283251666,19.0761803,72.8782045,,,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhHGTBLFTmT4cKAcrru96VL8iYKA2Yb-i2d41eA2u8fXjiv9M8TYSi_pIEbLcam647VfDou76bBs87JFjnIQc9q2rhwTqa_kLLLWE5qqm-WnhzQPGaKPpIxcJ__s-FUrNPSjOlebsTNTWE18eHOVOO8R_DMq_wUdNvTb_vENzkbOukTmNu888jul=w148-h92-k-no,1.53E+18,ChIJH2WDTeDJ5zsR0mGHwT7ZLhU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotel Sea Princess,"Juhu Tara Road, Beach, near Juhu, Juhu, Mumbai, Maharashtra 400049",Juhu Tara Road,Beach,Hotel,022 6906 1111,"022 6906 1111, +91 22 6906 1111",YES,10663,4.4,https://search.google.com/local/reviews?placeid=ChIJ0dXXtUm35zsRJoRvl2n3uWw&q=Mumbai+hotel&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=7834565059671983142,19.0934102,72.8281295,http://seaprincess.com/,seaprincess.com,,https://lh5.googleusercontent.com/p/AF1QipM9tK4Xypo3BlRAygAvzPMCkMAH6rBEgzxlOsM0=w196-h92-k-no,7.83E+18,ChIJ0dXXtUm35zsRJoRvl2n3uWw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotel leafio Marigold,"Marol Maroshi Rd, Gamdevi, Marol, Andheri East, Mumbai, Maharashtra 400059",Marol Maroshi Rd,"Gamdevi, Marol, Andheri East",Hotel,090383 80909,"090383 80909, +91 90383 80909",YES,831,3.8,https://search.google.com/local/reviews?placeid=ChIJ20QQTQzJ5zsRzxhihnhR4dc&q=Mumbai+hotel&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=15555804166006905039,19.110388,72.8792717,https://www.leafiohotels.com/,leafiohotels.com,,https://lh5.googleusercontent.com/p/AF1QipPevaHcZ8oD_UdD5jpLY7SPni5d0HeongZzgRE4=w137-h92-k-no,1.56E+19,ChIJ20QQTQzJ5zsRzxhihnhR4dc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotel Apex International,"Telephone exchange T2, Gulab Estate, Airport Rd, near Sakinaka, Saki Naka, Andheri, Maharashtra 400072",Telephone exchange T2,Gulab Estate,Hotel,082915 93198,"082915 93198, +91 82915 93198",YES,544,3.3,https://search.google.com/local/reviews?placeid=ChIJDbX5h57J5zsR7sCOdb9Cl3U&q=Mumbai+hotel&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=8473314613999354094,19.1006495,72.8814545,http://hotelapexinternational.in/,hotelapexinternational.in,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGQT8_jXL5eY3rRtbzer3t1QVBnJKWlblbGOL1W4FDup7TRtTGuvsVJvqlbwcJdpL7AhHr7yz2uRgmXXWv01_eTvgss004fsPOWVhAFSZmCEH6v1tY8ihBmdgLv8S1ILh27kzo3-vfV_uQRVQc3-tU0na6c0_A4r208ywWM-2KxIlOpXVoGf5gR=w136-h92-k-no,8.47E+18,ChIJDbX5h57J5zsR7sCOdb9Cl3U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotel Parle International,"B.N, next to Dinanath Mangeshkar Hall, Agarwal Market, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400057",B.N,next to Dinanath Mangeshkar Hall,Hotel,022 2626 2700,"022 2626 2700, +91 22 2626 2700",YES,5602,4,https://search.google.com/local/reviews?placeid=ChIJI3AzyrbJ5zsRDZaa_RpkM88&q=Mumbai+hotel&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=14930387256750020109,19.1011316,72.8450335,https://hotelparleinternational.com/,hotelparleinternational.com,,https://lh5.googleusercontent.com/p/AF1QipNfKaRszeCmrSMnJayTmCfbdG2VNEGXhuh12U_4=w137-h92-k-no,1.49E+19,ChIJI3AzyrbJ5zsRDZaa_RpkM88,"East, Rd No 1, Sion East, Sion, Mumbai, Maharashtra 400022","East, Rd No 1","Sion East, Sion","Tourist attraction,Historical place,Fortress",1800 120 8040,"1800 120 8040, +91 1800 120 8040",NO,3705,4.1,https://search.google.com/local/reviews?placeid=ChIJd5966M7I5zsRS6DZHR5GLmY&q=Mumbai+best+places&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=7362899535961104459,19.0465923,72.8676819,,,"Sunday:[6 am–8 pm], Monday:[6 am–8 pm], Tuesday:[6 am–8 pm], Wednesday:[6 am–8 pm], Thursday:[6 am–8 pm], Friday:[6 am–8 pm], Saturday:[6 am–8 pm]",https://lh5.googleusercontent.com/p/AF1QipM1mvLa88CXKDbvX_WPiAE-4OmIrE-5E0La491T=w122-h92-k-no,7.36E+18,ChIJd5966M7I5zsRS6DZHR5GLmY,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,
Hanging Gardens,"Ridge Rd, Simla Nagar, Malabar Hill, Mumbai, Maharashtra 400006",Ridge Rd,"Simla Nagar, Malabar Hill","Tourist attraction,Garden,Park",qX2vZqqGLpeWseMP-cCyyAo,,NO,35797,4.2,https://search.google.com/local/reviews?placeid=ChIJn3Q-5QnO5zsRmouUzzMGp5Q&q=Mumbai+best+places&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=10711537058319731610,18.9565598,72.8049866,,,"Sunday:[6 am–8 pm], Monday:[6 am–8 pm], Tuesday:[6 am–8 pm], Wednesday:[6 am–8 pm], Thursday:[6 am–8 pm], Friday:[6 am–8 pm], Saturday:[6 am–8 pm]",https://lh5.googleusercontent.com/p/AF1QipOv1en9-QyORukCjN2rNXMsGsQ-DbTvgO57rQUj=w122-h92-k-no,1.07E+19,ChIJn3Q-5QnO5zsRmouUzzMGp5Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shree Siddhivinayak Temple,"SK Bole Rd, Prabhadevi, Mumbai, Maharashtra 400028",SK Bole Rd,Prabhadevi,"Tourist attraction,Hindu temple",022 2422 4438,"022 2422 4438, +91 22 2422 4438",NO,106678,4.8,https://search.google.com/local/reviews?placeid=ChIJw-tR2MDO5zsRKWNSFGmHYcw&q=Mumbai+best+places&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=14727201141860492073,19.01699,72.8303997,http://www.siddhivinayak.org/,siddhivinayak.org,"Sunday:[5:30 am–10 pm], Monday:[5:30 am–10 pm], Tuesday:[5:30 am–10 pm], Wednesday:[5:30 am–10 pm], Thursday:[5:30 am–10 pm], Friday:[5:30 am–10 pm], Saturday:[5:30 am–10 pm]",https://lh5.googleusercontent.com/p/AF1QipNlHSxEoD4P2KCbCTeCVdLdF3GKt3g03pDekuR7=w122-h92-k-no,1.47E+19,ChIJw-tR2MDO5zsRKWNSFGmHYcw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madh Island,"4QXQ+9MV, Christian Wada, Madh, Mumbai, Maharashtra 400061",4QXQ+9MV,"Christian Wada, Madh",Tourist attraction,qX2vZqqGLpeWseMP-cCyyAo,,NO,1302,4.7,https://search.google.com/local/reviews?placeid=ChIJFQzEN8-15zsRXeJBEkLSHb0&q=Mumbai+best+places&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=13627279228708971101,19.1484913,72.7891606,,,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipNji3wNmDrHpw3aUjeGe_QZpOBXAxIdSQQCQIvr=w122-h92-k-no,1.36E+19,ChIJFQzEN8-15zsRXeJBEkLSHb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elephanta Caves,"Gharapuri, Maharashtra 400001","Gharapuri, Maharashtra 400001",,"Tourist attraction,Historical landmark,Historical place",qX2vZqqGLpeWseMP-cCyyAo,,YES,36750,4.3,https://search.google.com/local/reviews?placeid=ChIJL2CjfTDF5zsRP_WuGhsYq_Q&q=Mumbai+best+places&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=17630211670962795839,18.9633474,72.9314864,https://asi.nic.in/elephanta-caves/,asi.nic.in,"Sunday:[9 am–5 pm], Monday:[Closed], Tuesday:[9 am–5 pm], Wednesday:[9 am–5 pm], Thursday:[9 am–5 pm], Friday:[9 am–5 pm], Saturday:[9 am–5 pm]",https://lh5.googleusercontent.com/p/AF1QipOmByXuA9MB_Ozj8M2BMUEEoota48qA-A9xCcsU=w163-h92-k-no,1.76E+19,ChIJL2CjfTDF5zsRP_WuGhsYq_Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snow Kingdom (Mumbai),"R City Mall, Lal Bahadur Shastri Marg, Amrut Nagar, Ghatkopar West, Mumbai, Maharashtra 400086",R City Mall,Lal Bahadur Shastri Marg,"Tourist attraction,Amusement center,Amusement park,Theme park,Indoor snowcenter",073822 22222,"073822 22222, +91 73822 22222",YES,39127,4.7,https://search.google.com/local/reviews?placeid=ChIJiXb7WM_H5zsReEZQOfhJEZg&q=Mumbai+best+places&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=10957620698831406712,19.0999863,72.9160071,https://www.snowkingdom.com/mumbai.php,snowkingdom.com,"Sunday:[11:15 am–9 pm], Monday:[11:15 am–9 pm], Tuesday:[11:15 am–9 pm], Wednesday:[11:15 am–9 pm], Thursday:[11:15 am–9 pm], Friday:[11:15 am–9 pm], Saturday:[11:15 am–9 pm]",https://lh5.googleusercontent.com/p/AF1QipMv07PNCICw372YdzvvJwBAHJKOO5hMPUDjOD3V=w163-h92-k-no,1.10E+19,ChIJiXb7WM_H5zsReEZQOfhJEZg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahakali Caves,"Mahakali Caves Rd, Sunder Nagar, Andheri East, Mumbai, Maharashtra 400093",Mahakali Caves Rd,"Sunder Nagar, Andheri East","Tourist attraction,Archaeological site",qX2vZqqGLpeWseMP-cCyyAo,,YES,7885,4.2,https://search.google.com/local/reviews?placeid=ChIJL5TDdCDI5zsR145Oq9FIrCA&q=Mumbai+best+places&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=2354336770567343831,19.1300798,72.8731738,http://asi.nic.in/,asi.nic.in,"Sunday:[9 am–6 pm], Monday:[9 am–6 pm], Tuesday:[9 am–6 pm], Wednesday:[9 am–6 pm], Thursday:[9 am–6 pm], Friday:[9 am–6 pm], Saturday:[9 am–6 pm]",https://lh5.googleusercontent.com/p/AF1QipMtASK0VgKXA1b9OJWM5kbYg0AiF6B1Gcn57KEt=w122-h92-k-no,2.35E+18,ChIJL5TDdCDI5zsR145Oq9FIrCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snow World,"Lower Ground Level 58 - 61, Phoenix Market City, Kamani Junction Kurla (W), Between Atrium 2 & 6, 15, Lal Bahadur Shastri Marg, Kamani, Jn, Mumbai, Maharashtra 400070","Lower Ground Level 58 - 61, Phoenix Market City, Kamani Junction Kurla (W), Between Atrium 2 & 6","15, Lal Bahadur Shastri Marg","Tourist attraction,Amusement park,Theme park,Indoor snowcenter",qX2vZqqGLpeWseMP-cCyyAo,,YES,11212,4.2,https://search.google.com/local/reviews?placeid=ChIJB-WBYH3I5zsRl3pcc5b2hZQ&q=Mumbai+best+places&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=10702231215556819607,19.0866203,72.8885498,https://www.snowworldindia.com/,snowworldindia.com,"Sunday:[11 am–9:30 pm], Monday:[11 am–9:30 pm], Tuesday:[11 am–9:30 pm], Wednesday:[11 am–9:30 pm], Thursday:[11 am–9:30 pm], Friday:[11 am–9:30 pm], Saturday:[11 am–9:30 pm]",https://lh5.googleusercontent.com/p/AF1QipNTwpzOCTD0SrLHKJGMUxqBMb1GqWmlwONbkHgr=w138-h92-k-no,1.07E+19,ChIJB-WBYH3I5zsRl3pcc5b2hZQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mumbai,Maharashtra,Maharashtra,,,qX2vZqqGLpeWseMP-cCyyAo,,YES,,,,https://www.google.com/maps?cid=6747779342516128873,19.0759837,72.8776559,http://www.mcgm.gov.in/,mcgm.gov.in,,https://lh5.googleusercontent.com/p/AF1QipMNlOk9nxwggw7JZl09U-O_8z9ysbhey3eZDUqV=w164-h92-k-no,6.75E+18,ChIJwe1EZjDG5zsRaYxkjY_tpF0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Worli Fort,"2RF8+FPM, Worli village, near worli, fort, Mumbai, Maharashtra 400030",2RF8+FPM,Worli village,"Tourist attraction,Fortress",qX2vZqqGLpeWseMP-cCyyAo,,NO,3699,4.2,https://search.google.com/local/reviews?placeid=ChIJcQEoO7DO5zsRILbfakTZbVI&q=Mumbai+best+places&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=5939642371445601824,19.0237125,72.8168,,,"Sunday:[5 am–7 pm], Monday:[5 am–7 pm], Tuesday:[5 am–7 pm], Wednesday:[5 am–7 pm], Thursday:[5 am–7 pm], Friday:[5 am–7 pm], Saturday:[5 am–7 pm]",https://lh5.googleusercontent.com/p/AF1QipNVEGpIZL36LXez2m7WR44Jo06EdnTPxWazm3Tm=w122-h92-k-no,5.94E+18,ChIJcQEoO7DO5zsRILbfakTZbVI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chhota Kashmir Boat Club,"Mali Nagar, Aarey Colony, Goregaon, Mumbai, Maharashtra 400065","Mali Nagar, Aarey Colony, Goregaon","Mumbai, Maharashtra 400065","Tourist attraction,Park",qX2vZqqGLpeWseMP-cCyyAo,,NO,9553,3.7,https://search.google.com/local/reviews?placeid=ChIJI8GCCL235zsRgew-CnObt0s&q=Mumbai+best+places&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=5456000391978085505,19.1623258,72.8731143,,,"Sunday:[9 am–8:30 pm], Monday:[9 am–8:30 pm], Tuesday:[9 am–8:30 pm], Wednesday:[9 am–8:30 pm], Thursday:[9 am–8:30 pm], Friday:[9 am–8:30 pm], Saturday:[9 am–8:30 pm]",https://lh5.googleusercontent.com/p/AF1QipPDildkRGo7A9qEzyIIV8zvTrXYKHS5qDyQys4q=w122-h92-k-no,5.46E+18,ChIJI8GCCL235zsRgew-CnObt0s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Band Stand,"2RWC+P5F, BJ Road, Mount Mary, Bandra West, Mumbai, Maharashtra 400050",2RWC+P5F,BJ Road,"Tourist attraction,Scenic spot",qX2vZqqGLpeWseMP-cCyyAo,,YES,62230,4.4,https://search.google.com/local/reviews?placeid=ChIJSRH78kXJ5zsRIs_v9o69UuI&q=Mumbai+best+places&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=16308305622387904290,19.0451833,72.8190866,,,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipO931p1OVqRyVmFbfy7EV6aB1xY-L7VUDtKYjju=w122-h92-k-no,1.63E+19,ChIJSRH78kXJ5zsRIs_v9o69UuI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chhatrapati Shivaji Maharaj Statue,"2WW5+8RM, Sion - Panvel Hwy, Best Colony, Govandi East, Mumbai, Maharashtra 400085",2WW5+8RM,Sion - Panvel Hwy,"Tourist attraction,Sculpture,Historical landmark",qX2vZqqGLpeWseMP-cCyyAo,,NO,15312,4.5,https://search.google.com/local/reviews?placeid=ChIJ511sOgbG5zsRNYbxtA0yTn8&q=Mumbai+best+places&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=9173324525451970101,19.0458365,72.9095358,,,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipNk1jeAsjVLBmmkZCB_0b5w764Cy0vVBAMbUCfZ=w122-h92-k-no,9.17E+18,ChIJ511sOgbG5zsRNYbxtA0yTn8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KidZania Mumbai,"3rd Floor, North Wing, R City Mall, Lal Bahadur Shastri Marg, Amrut Nagar, Ghatkopar West, Mumbai, Maharashtra 400086","3rd Floor, North Wing",R City Mall,"Tourist attraction,Theme park,Children's amusement center",089064 44666,"089064 44666, +91 89064 44666",YES,11730,4.4,https://search.google.com/local/reviews?placeid=ChIJ2yA3rMjH5zsRmmrbtHUAJZY&q=Mumbai+best+places&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=10819054185372936858,19.0995238,72.9169176,https://india.kidzania.com/en-in/pages/mumbai-pricing,india.kidzania.com,"Sunday:[10 am–7 pm], Monday:[Closed], Tuesday:[10 am–7 pm], Wednesday:[10 am–7 pm], Thursday:[10 am–7 pm], Friday:[10 am–7 pm], Saturday:[10 am–7 pm]",https://lh5.googleusercontent.com/p/AF1QipM8N_ORfGRwnBhs6Ci9nHY3FTnwbodc0cK4K7Vb=w80-h106-k-no,1.08E+19,ChIJ2yA3rMjH5zsRmmrbtHUAJZY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chhatrapati Shivaji Maharaj Vastu Sangrahalaya,"159-161, Mahatma Gandhi Road, Kala Ghoda, Fort, Mumbai, Maharashtra 400001","159-161, Mahatma Gandhi Road","Kala Ghoda, Fort","Tourist attraction,Heritage building,Natural history museum,History museum",022 6958 4400,"022 6958 4400, +91 22 6958 4400",YES,35477,4.6,https://search.google.com/local/reviews?placeid=ChIJJ7H46sPR5zsRU5I-VRAm50Q&q=Mumbai+best+places&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=4964978965790757459,18.9269015,72.8326916,https://csmvs.in/,csmvs.in,"Sunday:[10:15 am–6 pm], Monday:[10:15 am–6 pm], Tuesday:[10:15 am–6 pm], Wednesday:[10:15 am–6 pm], Thursday:[10:15 am–6 pm], Friday:[10:15 am–6 pm], Saturday:[10:15 am–6 pm]",https://lh3.googleusercontent.com/gps-proxy/ALd4DhEb9nZNh--47BWsVfJvUxMEiatDAmXx1CXKdzJt9qsj_JDRyc3K7i_CgXJZ52Lh9pDq2fnWCcf52MGiWW2nfJ16E73rH6SeMLpoCuBYxs6ylSVIUfnIQm497YnAznZ01agEm-FDRgFP7C-_7sNyuoo2E3ImdUccdmxBELwqueJB4_j9xwRVMQE7IQ=w169-h92-k-no,4.96E+18,ChIJJ7H46sPR5zsRU5I-VRAm50Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veermata Jijabai Bhosale Botanical Udyan and Zoo,"Railway Station, 91A, Lalbaug Flyover, near Byculla, Byculla East, Byculla, Mumbai, Maharashtra 400027",Railway Station,"91A, Lalbaug Flyover","Tourist attraction,Zoo",qX2vZqqGLpeWseMP-cCyyAo,,YES,39541,4,https://search.google.com/local/reviews?placeid=ChIJodA07jbO5zsRgLdBjaaZMGI&q=Mumbai+best+places&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=7075323955212564352,18.9788693,72.8344708,https://themumbaizoo-ticket.mcgm.gov.in/,mcgm.gov.in,"Sunday:[9:30 am–5 pm], Monday:[9:30 am–5 pm], Tuesday:[9:30 am–5 pm], Wednesday:[Closed], Thursday:[9:30 am–5 pm], Friday:[9:30 am–5 pm], Saturday:[9:30 am–5 pm]",https://lh5.googleusercontent.com/p/AF1QipPJDm0pvgJBquDtE4BhyQdlf1WAsO6e3kZe8fqf=w122-h92-k-no,7.08E+18,ChIJodA07jbO5zsRgLdBjaaZMGI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dadasaheb Phalke Chitranagari,"Film City Rd, Film City Complex, Aarey Colony, Goregaon, Mumbai, Maharashtra 400065",Film City Rd,"Film City Complex, Aarey Colony, Goregaon","Movie studio,Shooting event area,Tourist attraction",022 2840 3530,"022 2840 3530, +91 22 2840 3530",YES,6195,4,https://search.google.com/local/reviews?placeid=ChIJ82A8B4635zsRK6dTUvfgAlk&q=Mumbai+best+places&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=6413936172171765547,19.1607917,72.8876055,http://www.filmcitymumbai.org/,filmcitymumbai.org,"Sunday:[5 am–12 am], Monday:[5 am–12 am], Tuesday:[5 am–12 am], Wednesday:[5 am–12 am], Thursday:[5 am–12 am], Friday:[5 am–12 am], Saturday:[5 am–4:59 am]",https://lh5.googleusercontent.com/p/AF1QipOMgc7SvR56nsbUbg2thLPNcZzizwojAFjwO2kn=w138-h92-k-no,6.41E+18,ChIJ82A8B4635zsRK6dTUvfgAlk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thiruchembur Murugan Temple,"Temple Complex, Rd Number 2, Chembur West, Sector 1, Chedda Nagar, Mumbai, Maharashtra 400089",Temple Complex,Rd Number 2,"Tourist attraction,Hindu temple",084240 63450,"084240 63450, +91 84240 63450",NO,3486,4.7,https://search.google.com/local/reviews?placeid=ChIJ____4yLG5zsRQNFcGBx-MW4&q=Mumbai+best+places&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=7940266277163815232,19.0681118,72.9060986,https://www.murugantemple.com/,murugantemple.com,"Sunday:[6–11 am], Monday:[6–11 am], Tuesday:[6–11 am], Wednesday:[6–11 am], Thursday:[6–11 am], Friday:[6–11 am], Saturday:[6–11 am]",https://lh5.googleusercontent.com/p/AF1QipMT1Kt8GcUeXA8GX_KHGfopLjjK9Q04rUS5u-DW=w80-h142-k-no,7.94E+18,ChIJ____4yLG5zsRQNFcGBx-MW4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mumbai selfie point juhu,"4R3H+HXQ selfie point, Yamuna Nagar, Airport Area, Juhu, Mumbai, Maharashtra 400049",4R3H+HXQ,selfie point,Tourist attraction,qX2vZqqGLpeWseMP-cCyyAo,,NO,1033,4.1,https://search.google.com/local/reviews?placeid=ChIJg1rdcMDJ5zsRc5hZPYRGFOs&q=Mumbai+best+places&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=16939241632226187379,19.1039685,72.8299892,,,"Sunday:[7–10 am], Monday:[7 am–10 pm], Tuesday:[7 am–10 pm], Wednesday:[7 am–10 pm], Thursday:[7 am–10 pm], Friday:[7 am–10 pm], Saturday:[7 am–10 pm]",https://lh5.googleusercontent.com/p/AF1QipMftIz426sRWOXlv6b-1ES4ZYW8_mjsgW7ls8gD=w122-h92-k-no,1.69E+19,ChIJg1rdcMDJ5zsRc5hZPYRGFOs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sion Fort Trail,"2VW8+8WJ, Air Force Quarters, Sion East, Sion, Mumbai, Maharashtra 400022",2VW8+8WJ,"Air Force Quarters, Sion East, Sion",Tourist attraction,qX2vZqqGLpeWseMP-cCyyAo,,NO,17,4.6,https://search.google.com/local/reviews?placeid=ChIJ32qGBUvJ5zsR9tCUBC66sIU&q=Mumbai+best+places&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=9633404309753614582,19.0458368,72.8672696,,,,https://lh5.googleusercontent.com/p/AF1QipPmvsKWfxqNtMoaDckZ0JiJ8z88PhxLZGt_qzZ1=w271-h92-k-no,9.63E+18,ChIJ32qGBUvJ5zsR9tCUBC66sIU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
